Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075
Human Development Index Model (2015),SSP4,Reforming Economies (R9),Human Development Index [weighted by GDP],,0.6811856545916551,0.6961972002660308,0.7106002335324898,0.72088893942661,0.7271528227004854,0.7320515316568394,0.7361494481995793,0.7403923723600975,0.7443648107570677,0.7482359320315856,0.7504324201861525,0.7529798314534087,0.7557183832486125,0.7585149483161663
Human Development Index Model (2015),SSP4,Reforming Economies (R9),Human Development Index [weighted by Population],,0.6699086848128585,0.6865916853318526,0.7046964131662883,0.7177282829315071,0.7254902357743997,0.7308576773012702,0.7350545611201468,0.7391535304362233,0.7429673641930107,0.74663217556043,0.7485957392092775,0.75092674025253,0.7534117389117563,0.7560203627344463
Human Development Index Model (2015),SSP4,Rest of Asia (R10),Human Development Index [unweighted mean],,0.5887981451666667,0.601447928,0.61657527175,0.6276407140833333,0.636495744,0.6436293471666666,0.649749251,0.6549664823333333,0.65965860125,0.6634435065833334,0.6656212719166666,0.667590122,0.6694761405833334,0.6714427199166667
Human Development Index Model (2015),SSP4,Rest of Asia (R10),Human Development Index [weighted by GDP],,0.6307458036694099,0.6428055628531386,0.6575676298714541,0.669181805321539,0.6788940480630343,0.6872052187130241,0.6942931872039209,0.7002462435761282,0.7057236906169176,0.7104490281581427,0.7131111773283165,0.7153527853284477,0.7172387231937983,0.7189535842101498
Human Development Index Model (2015),SSP4,Rest of Asia (R10),Human Development Index [weighted by Population],,0.5896035714924861,0.6060207488408997,0.6262490415443442,0.6410104528422166,0.6520456119911493,0.660439197693298,0.6671460878318586,0.6725103454437478,0.6771708950242629,0.6808407656195726,0.6824940321510311,0.6837916826077837,0.6847637705452866,0.6855343558361687
Human Development Index Model (2015),SSP4,Romania,Human Development Index,,0.698341523,0.713387414,0.729703094,0.742703144,0.751568862,0.758045611,0.7632088,0.76698156,0.769639963,0.77175398,0.772196895,0.773435194,0.774583494,0.776105226
Human Development Index Model (2015),SSP4,Russian Federation,Human Development Index,,0.690147377,0.70279054,0.713947704,0.722148229,0.72723916,0.731859029,0.735815984,0.740228234,0.744334332,0.748422392,0.750836932,0.753533065,0.756487037,0.759265125
Human Development Index Model (2015),SSP4,Rwanda,Human Development Index,,0.335431959,0.33079925,0.329668287,0.32866838,0.328598734,0.32817796,0.329749616,0.331782338,0.333992818,0.339542268,0.342625637,0.348202296,0.352068919,0.356407372
Human Development Index Model (2015),SSP4,Saint Lucia,Human Development Index,,0.669192888,0.675071468,0.679624467,0.68351001,0.687501157,0.691596726,0.696262945,0.701080384,0.705393251,0.708861332,0.710378181,0.711716098,0.712967672,0.714296984
Human Development Index Model (2015),SSP4,Saint Vincent and the Grenadines,Human Development Index,,0.666450975,0.679882607,0.693632498,0.700293825,0.704246649,0.706863071,0.709923785,0.713253029,0.716008895,0.718170414,0.718478534,0.718583763,0.71879591,0.719427439
Human Development Index Model (2015),SSP4,Samoa,Human Development Index,,0.611322614,0.616033363,0.624292044,0.632709119,0.639828273,0.646243046,0.652341803,0.657816332,0.662610514,0.666415236,0.668194342,0.669513833,0.671172185,0.67357871
Human Development Index Model (2015),SSP4,Sao Tome and Principe,Human Development Index,,0.416619261,0.426385154,0.438603461,0.444157624,0.447913075,0.450955519,0.454778892,0.458343633,0.462865386,0.468203242,0.472778527,0.47742639,0.481688275,0.485606911
Human Development Index Model (2015),SSP4,Saudi Arabia,Human Development Index,,0.729528852,0.735022308,0.736623123,0.736257604,0.738287397,0.741672957,0.745912397,0.750031292,0.753484411,0.755760943,0.756006177,0.755996145,0.755657917,0.755304514
Human Development Index Model (2015),SSP4,Senegal,Human Development Index,,0.340585668,0.339644809,0.342499663,0.343995686,0.345657668,0.34675823,0.347851845,0.349124625,0.351697726,0.355027614,0.358915613,0.36240413,0.366632839,0.370429302
Human Development Index Model (2015),SSP4,Serbia,Human Development Index,,0.69761279,0.71046369,0.730324603,0.746555643,0.757373157,0.764599939,0.770188966,0.773962833,0.776949966,0.779876066,0.781126795,0.782295077,0.784073459,0.785860728
Human Development Index Model (2015),SSP4,Sierra Leone,Human Development Index,,0.285234899,0.28853894,0.292391596,0.29762612,0.301640361,0.305622615,0.308810213,0.312572546,0.316352537,0.320540343,0.324514205,0.328120894,0.332758145,0.336771066
Human Development Index Model (2015),SSP4,Singapore,Human Development Index,,0.824533352,0.833582652,0.840248823,0.843495013,0.845974824,0.8483601,0.850599784,0.852488168,0.853867699,0.854611681,0.853326096,0.852045798,0.85080386,0.849843323
Human Development Index Model (2015),SSP4,Slovakia,Human Development Index,,0.774473808,0.783709743,0.789162116,0.791938142,0.794125281,0.796726621,0.800412947,0.80397233,0.807467448,0.810622377,0.811859288,0.813257948,0.81477822,0.816502152
Human Development Index Model (2015),SSP4,Slovenia,Human Development Index,,0.799166946,0.802283151,0.803171881,0.803857271,0.805664965,0.808413735,0.811798653,0.815505867,0.819054236,0.822178647,0.823472034,0.824878606,0.826262111,0.827902992
Human Development Index Model (2015),SSP4,South Africa,Human Development Index,,0.564464189,0.579645651,0.59213019,0.600127215,0.60725613,0.614712422,0.62315167,0.631334957,0.639560761,0.647323868,0.653308917,0.658901429,0.664800118,0.670656077
Human Development Index Model (2015),SSP4,South Korea,Human Development Index,,0.824782949,0.831367473,0.83544838,0.83878999,0.842497449,0.845871115,0.849507434,0.852923317,0.856310926,0.859477324,0.860577166,0.861410981,0.861915977,0.862544045
Human Development Index Model (2015),SSP4,Spain,Human Development Index,,0.764525548,0.772504372,0.784591764,0.795798097,0.805775697,0.813883773,0.82061111,0.826155896,0.83096161,0.835012471,0.836856694,0.838127974,0.839566293,0.84078627
Human Development Index Model (2015),SSP4,Sudan,Human Development Index,,0.364681062,0.373698098,0.382533566,0.3867749,0.391208853,0.395004542,0.396505726,0.397194035,0.39770472,0.397972077,0.39836423,0.39971824,0.40100873,0.40212104
Human Development Index Model (2015),SSP4,Suriname,Human Development Index,,0.640789434,0.654929862,0.668995582,0.679025679,0.686825887,0.693027465,0.698123026,0.702953995,0.70728594,0.711063436,0.712973878,0.714652522,0.716241614,0.717788719
Human Development Index Model (2015),SSP4,Sweden,Human Development Index,,0.838716528,0.844149297,0.85310716,0.862424191,0.870085913,0.875599985,0.87996638,0.883294869,0.886341541,0.888418893,0.888841801,0.889366083,0.88979154,0.890265035
Human Development Index Model (2015),SSP4,Switzerland,Human Development Index,,0.850430667,0.853130261,0.856551437,0.859668211,0.862468331,0.865198685,0.868574844,0.871514237,0.874269967,0.876765515,0.877170174,0.877647005,0.878064058,0.878489034
Human Development Index Model (2015),SSP4,Syria,Human Development Index,,0.538630664,0.545402917,0.551686307,0.553800985,0.55573253,0.557459821,0.559003654,0.560030118,0.56043615,0.560480767,0.559609644,0.559221484,0.559274108,0.559744299
Human Development Index Model (2015),SSP4,Tajikistan,Human Development Index,,0.558558423,0.587643477,0.637021675,0.671446091,0.691104877,0.700666291,0.705422474,0.707845606,0.709766624,0.711137143,0.711022064,0.711933553,0.713071294,0.714904118
Human Development Index Model (2015),SSP4,Tanzania,Human Development Index,,0.412083549,0.411488397,0.415306119,0.415208791,0.415695965,0.416068038,0.417187431,0.418482825,0.42242785,0.426218032,0.428833532,0.432777491,0.434898133,0.43866439
Human Development Index Model (2015),SSP4,Thailand,Human Development Index,,0.632432416,0.642220536,0.652689789,0.661314467,0.669032785,0.67631161,0.683950587,0.691339814,0.697887483,0.70309497,0.705042598,0.706359673,0.707572515,0.708569075
Human Development Index Model (2015),SSP4,Timor-Leste,Human Development Index,,0.49303299,0.514785227,0.545088295,0.568544084,0.584842477,0.595328938,0.604599488,0.610705073,0.615681952,0.618932142,0.621657702,0.624819652,0.626681929,0.627800032
Human Development Index Model (2015),SSP4,Tonga,Human Development Index,,0.629743476,0.633462072,0.636486393,0.640673397,0.646483138,0.652970133,0.659129013,0.664615122,0.669478368,0.673807326,0.676438884,0.679032586,0.68168954,0.684565492
Human Development Index Model (2015),SSP4,Trinidad and Tobago,Human Development Index,,0.705035412,0.713907107,0.710933738,0.702570196,0.697122017,0.695922817,0.699316256,0.704136077,0.708811439,0.712892815,0.715301903,0.71764281,0.720103717,0.722979358
Human Development Index Model (2015),SSP4,Tunisia,Human Development Index,,0.648978334,0.670432092,0.688898365,0.700691922,0.712295747,0.72488113,0.738815725,0.752976472,0.766169221,0.777345265,0.784807942,0.790751273,0.795729191,0.800091104
Human Development Index Model (2015),SSP4,Turkey,Human Development Index,,0.633548015,0.639214175,0.646472238,0.653094284,0.658590891,0.663914334,0.668867382,0.673405743,0.677476826,0.680732286,0.682582403,0.684317013,0.685954547,0.687615925
Human Development Index Model (2015),SSP4,Turkmenistan,Human Development Index,,0.631273914,0.645996024,0.668382178,0.682772348,0.69117611,0.696774836,0.700485872,0.703642617,0.706618379,0.709491707,0.711022978,0.712997433,0.715481217,0.718468385
Human Development Index Model (2015),SSP4,USA (R9),Human Development Index [unweighted mean],,0.833329392,0.833603477,0.835863915,0.838653005,0.8417706,0.844448245,0.846969704,0.849813079,0.852753919,0.855361487,0.856514078,0.857225347,0.858283001,0.859113889
Human Development Index Model (2015),SSP4,USA (R9),Human Development Index [weighted by GDP],,0.833329392,0.833603477,0.835863915,0.838653005,0.8417706,0.844448245,0.846969704,0.849813079,0.852753919,0.855361487,0.856514078,0.857225347,0.858283001,0.859113889
Human Development Index Model (2015),SSP4,USA (R9),Human Development Index [weighted by Population],,0.833329392,0.833603477,0.8358639150000001,0.8386530050000001,0.8417705999999999,0.844448245,0.846969704,0.849813079,0.852753919,0.855361487,0.856514078,0.857225347,0.858283001,0.859113889
Human Development Index Model (2015),SSP4,Uganda,Human Development Index,,0.368488274,0.364629722,0.365687397,0.366747078,0.368715512,0.371032925,0.373847299,0.376601071,0.381481794,0.385530839,0.389701745,0.392927301,0.397962455,0.400270058
Human Development Index Model (2015),SSP4,Ukraine,Human Development Index,,0.639126412,0.656970314,0.682400458,0.704699519,0.719006466,0.727736612,0.734156824,0.739241113,0.743919803,0.74838989,0.750791356,0.75409685,0.757147934,0.761057317
Human Development Index Model (2015),SSP4,United Kingdom,Human Development Index,,0.793444441,0.799445434,0.809211721,0.820001248,0.829016908,0.836275816,0.842200744,0.846999311,0.850835894,0.853812752,0.854592514,0.855207841,0.855647987,0.85606227
Human Development Index Model (2015),SSP4,United States,Human Development Index,,0.833329392,0.833603477,0.835863915,0.838653005,0.8417706,0.844448245,0.846969704,0.849813079,0.852753919,0.855361487,0.856514078,0.857225347,0.858283001,0.859113889
Human Development Index Model (2015),SSP4,Uruguay,Human Development Index,,0.6822553,0.693459804,0.70665764,0.714943188,0.721538002,0.726453236,0.730857908,0.734702635,0.73857645,0.741569991,0.74254782,0.743414513,0.744212628,0.745307713
Human Development Index Model (2015),SSP4,Vanuatu,Human Development Index,,0.53004075,0.536277685,0.547856443,0.554863727,0.559751956,0.564191633,0.567280588,0.569624737,0.57222628,0.573876577,0.574591919,0.575387981,0.575951588,0.576714864
Human Development Index Model (2015),SSP4,Venezuela,Human Development Index,,0.663823995,0.671158759,0.683064601,0.693177463,0.70074998,0.705691248,0.709644437,0.712155058,0.71389743,0.71505996,0.714555353,0.714295936,0.714125302,0.714187874
Human Development Index Model (2015),SSP4,Viet Nam,Human Development Index,,0.565067114,0.590204076,0.622132031,0.644201543,0.658754606,0.667769573,0.673869048,0.679130645,0.684784049,0.690548669,0.694713638,0.698571713,0.702588908,0.706245957
Human Development Index Model (2015),SSP4,World,Human Development Index [unweighted mean],,0.5987059098636364,0.6071488936233767,0.6179145816688312,0.6262182208441558,0.6329736073181819,0.6385271768116882,0.6434596387857143,0.6479475077662338,0.6522589468181818,0.6561549960194806,0.6584639162922078,0.6608358732857142,0.663134510409091,0.6654977176103897
Human Development Index Model (2015),SSP4,World,Human Development Index [weighted by GDP],,0.7244631117853312,0.7253136753796189,0.7289169889600662,0.7323667802541226,0.7357228352137275,0.7391033887681353,0.7420072812349986,0.7444471847127438,0.7461504271201131,0.7471796450263073,0.7464826301150297,0.7457569559648155,0.7449089799606395,0.7439965791000801
Human Development Index Model (2015),SSP4,World,Human Development Index [weighted by Population],,0.5902131243270556,0.6019733667017245,0.6148595540543784,0.622695518482272,0.6272684065333912,0.6298922364857139,0.6310947776335857,0.6310925126013746,0.6300790853779961,0.6284532771859355,0.6252079357543576,0.622072329194065,0.6187385671594205,0.6156301280085271
Human Development Index Model (2015),SSP4,Zambia,Human Development Index,,0.391669169,0.388146686,0.388619656,0.3890055,0.388292377,0.390992572,0.393133115,0.394845603,0.401146907,0.408819511,0.414649612,0.421816077,0.429986217,0.434824494
Human Development Index Model (2015),SSP4,Zimbabwe,Human Development Index,,0.347178628,0.341799032,0.353466516,0.37667889,0.402622594,0.427712272,0.448242719,0.465714136,0.480805582,0.495052068,0.50747521,0.520388766,0.532858302,0.545115845
Human Development Index Model (2015),SSP5,Africa (R10),Human Development Index [unweighted mean],,0.43940290125,0.4718971365681818,0.5085366619318182,0.5416901915681819,0.573196984659091,0.6025141030227273,0.6299759964090909,0.654929763,0.6715408446818182,0.6851995883863636,0.698225014,0.7106282405454546,0.7220276925227272,0.7318585803181819
Human Development Index Model (2015),SSP5,Africa (R10),Human Development Index [weighted by GDP],,0.5403382121567122,0.5653294249744106,0.5942462342996886,0.6173782058086033,0.6386628664966418,0.6580382284233185,0.6766949290450324,0.6938875444713933,0.703304368866287,0.710720241632582,0.7186435162925551,0.7267635250309784,0.7344747919283009,0.7412109736917885
Human Development Index Model (2015),SSP5,Africa (R10),Human Development Index [weighted by Population],,0.4482649661700891,0.4824314453730511,0.5226146369905936,0.5565249447074153,0.588132383390586,0.6167982337888775,0.6434517279618909,0.6675989160032194,0.6830759624545797,0.695438220335853,0.7072250810784947,0.7183366001522367,0.7283606072582733,0.7368833109388685
Human Development Index Model (2015),SSP5,Algeria,Human Development Index,,0.666018251,0.683762297,0.701071257,0.719465046,0.73902871,0.758031226,0.77628488,0.791622818,0.797882535,0.800976796,0.803751882,0.80655946,0.809267621,0.811773481
Human Development Index Model (2015),SSP5,Argentina,Human Development Index,,0.735621321,0.750202316,0.767850908,0.78304173,0.79605605,0.807316389,0.817972424,0.827110046,0.828515931,0.828476899,0.829649175,0.831875963,0.834354022,0.836391314
Human Development Index Model (2015),SSP5,Armenia,Human Development Index,,0.668423693,0.691992473,0.725917114,0.753252451,0.770578655,0.780462696,0.786889333,0.790980348,0.788153425,0.784848498,0.783470558,0.783604513,0.784435763,0.785265429
Human Development Index Model (2015),SSP5,Asia (R5),Human Development Index [unweighted mean],,0.6118258375454545,0.6352532678181818,0.6638089756363637,0.6895237069090908,0.7120894671818182,0.7315793518636364,0.7493381902272728,0.7643936823636364,0.771168156590909,0.7753521968636363,0.7797459402272726,0.7846189917272728,0.7893338914545454,0.7931956760454546
Human Development Index Model (2015),SSP5,Asia (R5),Human Development Index [weighted by GDP],,0.6377199141807008,0.6661173598449396,0.698631976502691,0.7244424934165026,0.7444322637065867,0.7599260813279329,0.7732200215386176,0.7839969023087394,0.7865126121076932,0.7868472921645795,0.7881071317867147,0.7904819613177251,0.7932543373698486,0.7954950919469198
Human Development Index Model (2015),SSP5,Asia (R5),Human Development Index [weighted by Population],,0.5905037592861896,0.6214057176179834,0.6579917061618887,0.6886978316698916,0.7137481774987197,0.7342421857517463,0.7521124655834965,0.7665607693947273,0.7721487496745544,0.774967949370196,0.7782673399381274,0.7822959888532466,0.7863965808511784,0.7897069571494347
Human Development Index Model (2015),SSP5,Australia,Human Development Index,,0.862292579,0.872153406,0.885040523,0.897372976,0.908162495,0.916584532,0.923793973,0.928948056,0.925275208,0.919845162,0.915824931,0.913174481,0.911179061,0.908800796
Human Development Index Model (2015),SSP5,Austria,Human Development Index,,0.847182119,0.853080432,0.859174467,0.865224379,0.871823337,0.878055941,0.884784985,0.890032264,0.887021499,0.882470212,0.879496887,0.878178067,0.877592117,0.87654623
Human Development Index Model (2015),SSP5,Azerbaijan,Human Development Index,,0.676173142,0.715562426,0.74672496,0.75847915,0.764869749,0.770107957,0.776635082,0.782684099,0.782035777,0.779631282,0.778301019,0.777668474,0.777204959,0.776190356
Human Development Index Model (2015),SSP5,Bahamas,Human Development Index,,0.752747132,0.760866152,0.770575433,0.783258764,0.795914129,0.806175027,0.815527228,0.822820873,0.82258419,0.821002064,0.820573062,0.821578955,0.823238795,0.824017562
Human Development Index Model (2015),SSP5,Bahrain,Human Development Index,,0.749727823,0.767058957,0.788166459,0.802516345,0.815185812,0.825721514,0.835445715,0.843060474,0.842660109,0.84046003,0.83923237,0.839081064,0.839270182,0.839083101
Human Development Index Model (2015),SSP5,Bangladesh,Human Development Index,,0.485696516,0.510437895,0.540344415,0.569445251,0.597232621,0.623845307,0.649579461,0.673062734,0.689132302,0.702435703,0.716465341,0.730396729,0.742771141,0.75245506
Human Development Index Model (2015),SSP5,Belarus,Human Development Index,,0.718679414,0.739841453,0.758969498,0.771559187,0.781026036,0.788177579,0.794875974,0.800401044,0.799206448,0.797124975,0.79661331,0.797499572,0.798982804,0.800189975
Human Development Index Model (2015),SSP5,Belgium,Human Development Index,,0.842620044,0.85239212,0.867123844,0.882183486,0.895328269,0.905206114,0.913361888,0.918965687,0.915593981,0.910394932,0.906420356,0.903948536,0.902026156,0.899742075
Human Development Index Model (2015),SSP5,Belize,Human Development Index,,0.61640484,0.635722183,0.657768902,0.680558705,0.699674869,0.715819295,0.729975664,0.741407357,0.745898691,0.748936799,0.752611847,0.75732944,0.763725223,0.770606596
Human Development Index Model (2015),SSP5,Benin,Human Development Index,,0.384003766,0.414552136,0.451093035,0.486047846,0.522368432,0.556975803,0.590008253,0.620579406,0.642568748,0.660969307,0.678211616,0.694513866,0.70928334,0.721948578
Human Development Index Model (2015),SSP5,Bhutan,Human Development Index,,0.521248598,0.563140557,0.616156407,0.656993088,0.689245667,0.715132889,0.738133584,0.758051867,0.769422659,0.778009966,0.786419334,0.795196271,0.803588433,0.811009066
Human Development Index Model (2015),SSP5,Bolivia,Human Development Index,,0.602310837,0.62200607,0.642280433,0.662542326,0.683531576,0.703978536,0.725054153,0.74265561,0.751861355,0.757285211,0.762309022,0.767190232,0.770874244,0.773412053
Human Development Index Model (2015),SSP5,Bosnia and Herzegovina,Human Development Index,,0.707037926,0.731279196,0.763279323,0.786163105,0.803638734,0.816871977,0.828196164,0.837109627,0.838140329,0.837763951,0.838635609,0.840771272,0.843349883,0.845601704
Human Development Index Model (2015),SSP5,Brazil,Human Development Index,,0.65252371,0.669405501,0.69064413,0.710136752,0.727799,0.744036058,0.760180486,0.773443791,0.778136764,0.780126567,0.782629546,0.786168904,0.789941213,0.793364897
Human Development Index Model (2015),SSP5,Bulgaria,Human Development Index,,0.729397346,0.744500411,0.761246262,0.775422533,0.787295435,0.79705418,0.805878213,0.812651116,0.811806789,0.809901967,0.809912277,0.811852269,0.814626994,0.817113147
Human Development Index Model (2015),SSP5,Burkina Faso,Human Development Index,,0.326659014,0.359775978,0.396215536,0.430693967,0.467173669,0.503546812,0.539156091,0.572860681,0.597509883,0.619231055,0.640653629,0.661897349,0.681736143,0.699176558
Human Development Index Model (2015),SSP5,Burundi,Human Development Index,,0.292754385,0.327181091,0.374498453,0.416429912,0.45460256,0.489520038,0.522032092,0.553441376,0.578715924,0.601913241,0.624935213,0.647352337,0.668158285,0.686285884
Human Development Index Model (2015),SSP5,Cabo Verde,Human Development Index,,0.555753212,0.583581316,0.611896465,0.632796095,0.650493378,0.666615433,0.682877733,0.698221804,0.707389017,0.714858708,0.722398261,0.729949836,0.738639166,0.746869487
Human Development Index Model (2015),SSP5,Cambodia,Human Development Index,,0.460669218,0.493201405,0.540488001,0.583158946,0.617406732,0.646587892,0.671398005,0.692240511,0.703750501,0.712003883,0.719723673,0.727763887,0.735816968,0.743159445
Human Development Index Model (2015),SSP5,Cameroon,Human Development Index,,0.459757227,0.489383901,0.523995918,0.556542211,0.587749831,0.618291,0.646953973,0.672334289,0.688624747,0.701722414,0.714140308,0.726620732,0.738365866,0.748461206
Human Development Index Model (2015),SSP5,Canada,Human Development Index,,0.871873184,0.875476851,0.88224765,0.890686534,0.898913218,0.905511587,0.911470566,0.915539982,0.911125616,0.90532759,0.901264026,0.898782315,0.897032748,0.894912718
Human Development Index Model (2015),SSP5,Central African Republic,Human Development Index,,0.341838478,0.377895901,0.420701968,0.457194847,0.493129485,0.5267808,0.560198486,0.590238998,0.613684604,0.633862759,0.652952573,0.670752324,0.686555097,0.700110446
Human Development Index Model (2015),SSP5,Chad,Human Development Index,,0.317275027,0.355951085,0.391041412,0.424681276,0.457959683,0.490826525,0.524283949,0.556354445,0.581526381,0.603418186,0.624167304,0.643439072,0.660986982,0.676880371
Human Development Index Model (2015),SSP5,Chile,Human Development Index,,0.765884492,0.778499313,0.792694717,0.807020447,0.820993651,0.832982881,0.843922308,0.852327207,0.852047925,0.850068639,0.849557474,0.850638833,0.852506987,0.854016085
Human Development Index Model (2015),SSP5,China,Human Development Index,,0.647365818,0.679776253,0.713670475,0.739191962,0.758649236,0.7736735,0.786261751,0.79662875,0.798939511,0.79936491,0.800672042,0.802977172,0.805505967,0.807363899
Human Development Index Model (2015),SSP5,China (R9),Human Development Index [unweighted mean],,0.7562518725,0.7779076785,0.8005624895000001,0.8185023485,0.8334712735,0.845797668,0.8567507139999999,0.8654473065,0.865664003,0.8639505734999999,0.8632355055,0.863626656,0.8642527609999999,0.8642772885000001
Human Development Index Model (2015),SSP5,China (R9),Human Development Index [weighted by GDP],,0.6541843920628874,0.6846608106875117,0.7171932801364331,0.7418018700726629,0.7607246463240822,0.7754691041125944,0.7879237273097869,0.7982135446086155,0.800477114985869,0.8008830073438176,0.802184902493404,0.8044878127229128,0.8070082442584151,0.8088530232386865
Human Development Index Model (2015),SSP5,China (R9),Human Development Index [weighted by Population],,0.6485049466894149,0.680837019756689,0.714647254093837,0.7401318597141974,0.7595936805586876,0.774648972270057,0.7872844855244656,0.7976991050982386,0.8000489057321649,0.8005090928918795,0.8018503911414442,0.8041815579940816,0.8067271950456572,0.8085941945523069
Human Development Index Model (2015),SSP5,China+ (R10),Human Development Index [unweighted mean],,0.7407262960000001,0.75738714625,0.77534791625,0.790599497,0.804244241,0.81596726125,0.82680859325,0.8357718275,0.83670529625,0.835766207,0.8357533535,0.83668882275,0.8378248685,0.83839426975
Human Development Index Model (2015),SSP5,China+ (R10),Human Development Index [weighted by GDP],,0.6770096726366733,0.7010226758891577,0.7285403810813831,0.7499558024979119,0.7669133352119434,0.7804996666290751,0.792302022921623,0.8021894014437431,0.8042135643492945,0.8045075177540516,0.8057484363567241,0.8080391985111334,0.8106057801642418,0.8125478060723562
Human Development Index Model (2015),SSP5,China+ (R10),Human Development Index [weighted by Population],,0.6550311527701489,0.6864685416872361,0.7193201248969646,0.7441471807621248,0.7632002678465741,0.7779969832949666,0.7904789526217352,0.8007817403086709,0.8030449025509664,0.8034428269590989,0.8047525594875297,0.807073538349724,0.8096227395080808,0.8115106881235902
Human Development Index Model (2015),SSP5,Colombia,Human Development Index,,0.66956129,0.687551894,0.707316527,0.72584296,0.743170346,0.758066565,0.77335261,0.787176295,0.79265792,0.794867569,0.796784083,0.799226615,0.802108527,0.804773044
Human Development Index Model (2015),SSP5,Comoros,Human Development Index,,0.419069916,0.44236835,0.469979965,0.502852225,0.535007081,0.565587764,0.595716464,0.621840681,0.642066171,0.657627683,0.671696001,0.684580744,0.696150929,0.705804442
Human Development Index Model (2015),SSP5,Congo,Human Development Index,,0.519691883,0.548294761,0.591303124,0.630339263,0.662904326,0.688557966,0.710105336,0.728044189,0.736679117,0.743091434,0.749905638,0.757556753,0.765156531,0.771742019
Human Development Index Model (2015),SSP5,Costa Rica,Human Development Index,,0.698494709,0.713051162,0.727719737,0.740953301,0.753279211,0.763731921,0.773698644,0.782476306,0.785419217,0.787515875,0.790448728,0.794132925,0.79812247,0.801659116
Human Development Index Model (2015),SSP5,Croatia,Human Development Index,,0.762122598,0.774977387,0.787643347,0.799797834,0.810823324,0.819839046,0.827798898,0.833942253,0.832726324,0.830373699,0.829768377,0.830671133,0.832252297,0.833530995
Human Development Index Model (2015),SSP5,Cuba,Human Development Index,,0.701238813,0.715857495,0.734338675,0.749205027,0.762086316,0.77220893,0.781295541,0.788177045,0.787779252,0.786399058,0.786522596,0.788293293,0.790817776,0.793088452
Human Development Index Model (2015),SSP5,Cyprus,Human Development Index,,0.823590696,0.836989052,0.855236873,0.871908303,0.884712158,0.893640395,0.901002623,0.906165081,0.902765336,0.89789024,0.894591176,0.892665191,0.891354467,0.889791044
Human Development Index Model (2015),SSP5,Czechia,Human Development Index,,0.811754125,0.819221283,0.824949104,0.83050363,0.837544729,0.844992917,0.853002511,0.859599912,0.858217876,0.855486826,0.854230509,0.854740423,0.855794656,0.856608295
Human Development Index Model (2015),SSP5,Côte d'Ivoire,Human Development Index,,0.408617232,0.43988614,0.473692001,0.506615605,0.541999789,0.576752038,0.610742174,0.642252668,0.664100662,0.681621732,0.69786322,0.712810161,0.726122591,0.737112433
Human Development Index Model (2015),SSP5,Democratic Republic of the Congo,Human Development Index,,0.284888614,0.359741668,0.456364146,0.533773514,0.589786431,0.630201038,0.661886083,0.687633658,0.702917213,0.714066505,0.724966301,0.73544025,0.744534595,0.752142926
Human Development Index Model (2015),SSP5,Denmark,Human Development Index,,0.829079064,0.832112078,0.835859556,0.841650968,0.848225908,0.854536033,0.861067323,0.866322555,0.863962982,0.860403905,0.858263368,0.857659587,0.857682157,0.857456557
Human Development Index Model (2015),SSP5,Dominican Republic,Human Development Index,,0.681435141,0.699871903,0.718716623,0.734640189,0.750317579,0.764769658,0.778210227,0.78947961,0.792260815,0.792611824,0.793697641,0.796158191,0.799353145,0.802237749
Human Development Index Model (2015),SSP5,Ecuador,Human Development Index,,0.676412441,0.694807076,0.717944503,0.740682649,0.761117432,0.777855363,0.793623742,0.80704354,0.811926867,0.813644287,0.815319655,0.81730969,0.819852457,0.822509159
Human Development Index Model (2015),SSP5,Egypt,Human Development Index,,0.628466881,0.651885402,0.676320094,0.699413119,0.722072053,0.742878862,0.762130631,0.7782425,0.785210933,0.788930144,0.792321249,0.795561505,0.798518075,0.801094117
Human Development Index Model (2015),SSP5,El Salvador,Human Development Index,,0.616444583,0.636439849,0.656859151,0.67780819,0.697474525,0.715453131,0.734403757,0.75194425,0.761315726,0.767273247,0.772208683,0.776611354,0.780862069,0.785053125
Human Development Index Model (2015),SSP5,Equatorial Guinea,Human Development Index,,0.597788941,0.629528977,0.654484827,0.672610903,0.689682782,0.706209249,0.72093046,0.736505449,0.74362557,0.748347211,0.753442028,0.758757813,0.764052314,0.768407026
Human Development Index Model (2015),SSP5,Estonia,Human Development Index,,0.782566055,0.791723807,0.801926327,0.813052193,0.822504458,0.829689521,0.835829629,0.840256071,0.837514501,0.834300608,0.832965093,0.833387245,0.834435138,0.835231257
Human Development Index Model (2015),SSP5,Eswatini,Human Development Index,,0.521968904,0.552424629,0.579083025,0.608235569,0.637159732,0.6629494,0.685527626,0.705605005,0.716112545,0.724292943,0.732377359,0.740050549,0.746804171,0.752664325
Human Development Index Model (2015),SSP5,Ethiopia,Human Development Index,,0.358378854,0.406497135,0.454831468,0.489763739,0.522942594,0.554702313,0.586146505,0.616199198,0.637913726,0.656566377,0.674325957,0.691418164,0.707082949,0.721805845
Human Development Index Model (2015),SSP5,Europe (R10),Human Development Index [unweighted mean],,0.7991894445428572,0.8102038319428572,0.8241970545428572,0.8377688342857142,0.8497489051428572,0.8593964499714285,0.8679899707142856,0.8745377346571429,0.8729701110857142,0.8699882923142856,0.8684179859428571,0.8682924372571429,0.8687188900571429,0.8687745911714285
